Initial_POC_Density,Ext_O2,Radius_mm,Ext_NO3,Anoxia_Duration_hr,Resp_Rate_nmol_C_mm3_hr,N2O_Net_Domain_SMS_mmol,N2O_Net_Core_SMS_mmol,N2O_Yield_molN2O_per_molC,N2_Net_Domain_SMS_mmol,C_Consumed_Core_mmol,Frac_Oxic_Core,Frac_Den1_Core,Frac_Den2_Core,Frac_Den3_Core,Oxic_C_Core_mmol,Den1_C_Core_mmol,Den2_C_Core_mmol,Den3_C_Core_mmol,Frac_Oxic_Domain,Frac_Den1_Domain,Frac_Den2_Domain,Frac_Den3_Domain,Oxic_C_Domain_mmol,Den1_C_Domain_mmol,Den2_C_Domain_mmol,Den3_C_Domain_mmol,C_Consumed_Domain_mmol,O2_Consumed_Core_mmol,NO3_Consumed_Core_mmol,DOC_Leakage_Core_mmol
200000.0,7.857142925262451,1.0,38.57143020629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,11.285714149475098,1.0,38.57143020629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,14.714285850524902,1.0,38.57143020629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,18.14285659790039,1.0,38.57143020629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,21.571428298950195,1.0,38.57143020629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,25.0,1.0,38.57143020629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,1.0,1.0,44.28571319580078,15.069755554199219,0.20777404308319092,3.890177878869937e-07,-4.4773038487729835e-07,0.015166341064321253,2.63716027274635e-06,9.69280846791886e-06,0.0671668849750132,0.6431256732493529,0.17930651187818714,0.11040092989744682,6.510357658336043e-07,6.2336941093353495e-06,1.737983715085112e-06,1.0700950918189015e-06,0.34354477455146143,0.5049858976393684,0.10552027607946936,0.04594905172970085,8.811949795934672e-06,1.2952926975713739e-05,2.7066031683336362e-06,1.1785966983243312e-06,2.565007513922763e-05,7.277127336092007e-07,1.3875948308239659e-05,0.0019139507198691064
200000.0,4.4285712242126465,1.0,44.28571319580078,2.1878833770751953,0.22703883051872253,7.627786402047255e-08,5.7108545100679e-08,0.01881429462906789,7.050447600318435e-10,1.5377171481905727e-06,0.6139358009633369,0.352588671609025,0.03343732418965464,3.820323798346254e-05,9.440596412199783e-07,5.4218166507824e-07,5.141714854926105e-08,5.874577616668896e-11,0.7801875609680137,0.20283988586438695,0.01694811474524352,2.443842235592497e-05,3.163075808794609e-06,8.223637085936651e-07,6.871190267227655e-08,9.907948604463948e-11,4.054250532604291e-06,1.0548657706245784e-06,1.2026643608453692e-06,0.0002777440399119313
200000.0,7.857142925262451,1.0,44.28571319580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,11.285714149475098,1.0,44.28571319580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,14.714285850524902,1.0,44.28571319580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,18.14285659790039,1.0,44.28571319580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000.0,21.571428298950195,1.0,44.28571319580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
